id,response_number,response,prob,logprob
387,4,"

def solve(hex_num):
    decimal_num = int(hex_num, 16)
    if decimal_num % 2 == 0:
        return ""Even""
    else:
        return ""Odd""",0.9422,-2.439510666039499
387,5,"

def solve(hex_num):
    dec_num = int(hex_num, 16)
    if dec_num % 2 == 0:
        return ""Even""
    else:
        return ""Odd""",0.963,-1.547041424392
388,1,"
def solve(n):
    highest_power = 1
    while highest_power <= n:
        highest_power *= 2
    return highest_power // 2",0.7711,-8.577091327679002
388,2,"

def solve(n):
    power = 0
    while 2**power <= n:
        power += 1
    return 2**(power-1)",0.9541,-1.6444288246139995
388,3,"

def solve(n):
    power = 0
    while 2 ** power <= n:
        power += 1
    return 2 ** (power-1)",0.8907,-4.167960679234
388,4,"

def solve(n):
    power = 0
    while (2 ** power <= n):
        power += 1
    return 2 ** (power-1)",0.7956,-8.231703453609997
388,5,"

def solve(n):
  power = 0
  while 2**power <= n:
    power += 1
  return 2**(power-1)",0.8819,-4.396850133851001
389,1,"

def solve(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    else:
        return solve(n-1) + solve(n-2)",0.9765,-1.0709236445280004
389,2,"

def solve(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    else:
        return solve(n-1) + solve(n-2)",0.9765,-1.0709236445280004
389,3,"

def solve(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    else:
        return solve(n-1)+solve(n-2)",0.8882,-5.215444432060001
389,4,"

def solve(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    else:
        return solve(n-1) + solve(n-2)",0.9765,-1.0709236445280004
389,5,"

def solve(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    else:
        return solve(n-1) + solve(n-2)",0.9765,-1.0709236445280004
390,1,"

def solve(input_list, string):
    return [string + item for item in input_list]",0.7827,-4.899430881024
390,2,"

def solve(lst, string):
    return [string + item for item in lst]",0.8563,-2.7923934457940005
390,3,"

def solve(string, lst):
    new_lst = []
    for item in lst:
        new_lst.append(string + item)
    return new_lst",0.9017,-3.105076211948
390,4,"

def solve(string, list):
    return [string + item for item in list]",0.7215,-5.876663707964999
390,5,"

def solve(string, lst):
    new_lst = []
    for item in lst:
        new_item = string + item
        new_lst.append(new_item)
    return new_lst",0.8791,-4.765896783260998
391,1,"

def solve(*lists):
    result = {}
    for i, lst in enumerate(lists):
        temp = result
        for item in lst:
            if item not in temp:
                temp[item] = {}
            temp = temp[item]
    return result",0.839,-9.304934289968998
391,2,"

def solve(*args):
    result = {}
    for arg in args:
        curr_dict = result
        for i in range(len(arg) - 2):
            if arg[i] not in curr_dict:
                curr_dict[arg[i]] = {}
            curr_dict = curr_dict[arg[i]]
        curr_dict[arg[-2]] = arg[-1]
    return result",0.8576,-11.671971064961994
391,3,"

def solve(keys, values):
    result = {}
    for i in range(len(keys)):
        current_dict = result
        for j in range(len(keys[i])):
            if keys[i][j] not in current_dict:
                current_dict[keys[i][j]] = {}
            current_dict = current_dict[keys[i][j]]
        current_dict = values[i]
    return result",0.8926,-8.747956751299702
391,4,"

def solve(keys, values, nested_keys):
    nested_dict = {}
    for key in keys:
        sub_dict = {}
        for i in range(len(values)):
            sub_dict[values[i]] = None
        nested_dict[key] = sub_dict
    for key in keys:
        for i in range(len(values)):
            nested_dict[key][values[i]] = {}
            for j in range(len(nested_keys)):
                nested_dict[key][values[i]][nested_keys[j]] = None
    return nested_dict",0.7959,-24.192585928289
391,5,"

def solve(lists, keys):
    result = {}
    for i in range(len(lists)):
        temp = result
        for key in keys[:-1]:
            temp = temp.setdefault(key, {})
        temp[keys[-1]] = lists[i]
    return result",0.8383,-9.697808100260596
392,1,"

def solve(n):
    if n <= 1:
        return n
    
    # calculate f(n) recursively
    f_n = max((solve(n//2) + solve(n//3) + solve(n//4) + solve(n//5)), n)
    
    return f_n",0.779,-14.982725544539
392,2,"

def solve(n):
    if n == 0:
        return 0
    
    # Initialize memoization array
    memo = [0] * (n+1)
    
    # Loop through all numbers from 1 to n
    for i in range(1, n+1):
        # Calculate the maximum sum for i
        memo[i] = max((memo[i//2] + memo[i//3] + memo[i//4] + memo[i//5]), i)
        
    # Return the maximum sum for n
    return memo[n]",0.8107,-24.547023504168394
392,3,"

def solve(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return max(n, solve(n//2) + solve(n//3) + solve(n//4) + solve(n//5))",0.9035,-6.087081010575999
392,4,"

def solve(n): 
    # base case 
    if n == 0: 
        return 0
      
    # recursive case 
    return max(n, solve(n//2) + solve(n//3) + solve(n//4) + solve(n//5))",0.8076,-12.183321235540996
392,5,"

def solve(n):
    if n <= 1:
        return n
    
    # calculate f(n/2), f(n/3), f(n/4), and f(n/5)
    f_n2 = solve(n//2)
    f_n3 = solve(n//3)
    f_n4 = solve(n//4)
    f_n5 = solve(n//5)
    
    # calculate f(n) using the given equation
    f_n = max((f_n2 + f_n3 + f_n4 + f_n5), n)
    
    return f_n",0.8894,-14.182783830362702
393,1,"

def solve(lst):
    return max(lst, key=lambda x: len(x))",0.8648,-2.468545473151
393,2,"

def solve(lists):
    return max(lists, key=lambda l: len(l))",0.8296,-3.548382268155
393,3,"

def solve(lists):
    max_list = max(lists, key=lambda x:len(x))
    return max_list",0.7414,-7.180067064549999
393,4,"

def solve(lists):
    return max(lists, key=lambda x: len(x))",0.9292,-1.3953895088539998
393,5,"

def solve(lst):
    return max(lst, key=lambda x: len(x))",0.8648,-2.468545473151
394,1,"

def solve(tup):
    if len(set(tup)) == len(tup):
        return True
    else:
        return False",0.8793,-3.601625494432
394,2,"

def solve(tup):
    return len(set(tup)) == len(tup)",0.8437,-3.059357709098
394,3,"

def solve(tuple):
    if len(tuple) == len(set(tuple)):
        return True
    else:
        return False",0.9037,-2.5313279571489997
394,4,"

def solve(tup):
    return len(tup) == len(set(tup))",0.8479,-2.9689024813280005
394,5,"

def solve(tup):
    if len(tup) == len(set(tup)):
        return True
    else:
        return False",0.9084,-2.690251492904
395,1,"

def solve(s):
    for char in s:
        if s.count(char) == 1:
            return char
    return ""No non-repeated characters found.""",0.8189,-6.994208554099002
395,2,"

def solve(string):
    for char in string:
        if string.count(char) == 1:
            return char
    return None",0.9239,-2.216548200439
395,3,"

def solve(string):
    counts = {}
    for char in string:
        if char in counts:
            counts[char] += 1
        else:
            counts[char] = 1
    for char in string:
        if counts[char] == 1:
            return char
    return None",0.9236,-4.9241773860635
395,4,"

def solve(string):
    for char in string:
        if string.count(char) == 1:
            return char
    return None",0.9239,-2.216548200439
395,5,"

def solve(string):
    for char in string:
        if string.count(char) == 1:
            return char
    return None",0.9239,-2.216548200439
396,1,"

def solve(s):
  pattern = r""^(.).*\1$""
  if re.match(pattern, s):
    return True
  else:
    return False",0.7664,-9.046202270917997
396,2,"

def solve(string):
    pattern = r""^(.).*\1$""
    if re.match(pattern, string):
        return True
    else:
        return False",0.8851,-4.149405069487
396,3,"

import re
def solve(string):
    pattern = r'^([a-zA-Z]).*?\1$'
    if re.search(pattern, string):
        return True
    else:
        return False",0.7621,-11.140716610627
396,4,"

import re

def solve(string):
    pattern = r'^([a-zA-Z]).*\1$'
    if re.match(pattern, string):
        return True
    else:
        return False",0.8787,-5.174162391902001
396,5,"

import re

def solve(string):
    pattern = r'^(.).*\1$'
    match = re.match(pattern, string)
    if match:
        return True
    else:
        return False",0.9025,-4.309577031444004
397,1,"

def solve(num1, num2, num3):
    # Sort the numbers in ascending order
    sorted_nums = sorted([num1, num2, num3])
    
    # If there are an even number of numbers, find the middle two and take the average
    if len(sorted_nums) % 2 == 0:
        middle_idx1 = len(sorted_nums) // 2 - 1
        middle_idx2 = len(sorted_nums) // 2
        median = (sorted_nums[middle_idx1] + sorted_nums[middle_idx2]) / 2
    # If there are an odd number of numbers, find the middle number
    else:
        middle_idx = len(sorted_nums) // 2
        median = sorted_nums[middle_idx]
    
    return median",0.844,-28.15573862511473
397,2,"

def solve(num1, num2, num3):
    nums = [num1, num2, num3]
    nums.sort()
    if len(nums) % 2 == 0:
        return (nums[len(nums)//2] + nums[(len(nums)//2)-1]) / 2
    else:
        return nums[len(nums)//2]",0.9246,-5.876416026103799
397,3,"

def solve(num1, num2, num3):
    nums = [num1, num2, num3]
    nums.sort()
    if len(nums) % 2 == 0:
        median = (nums[len(nums)//2] + nums[(len(nums)//2)-1])/2
    else:
        median = nums[len(nums)//2]
    return median",0.9231,-6.2404062977958015
397,4,"

def solve(a, b, c):
    nums = [a, b, c]
    nums.sort()
    if len(nums) % 2 == 0:
        median = (nums[len(nums)//2] + nums[len(nums)//2 - 1]) / 2
    else:
        median = nums[len(nums)//2]
    return median",0.9245,-5.810416534432497
397,5,"

def solve(a, b, c):
    nums = [a, b, c]
    nums.sort()
    if len(nums) % 2 == 0:
        return (nums[len(nums)//2] + nums[len(nums)//2 - 1]) / 2
    else:
        return nums[len(nums)//2]",0.9049,-6.891981061339498
398,1,"

def solve(lst):
    result = []
    for num in lst:
        sum = 0
        while num:
            sum += num % 10
            num //= 10
        result.append(sum)
    return result",0.8456,-7.8846673013
398,2,"

def solve(lst):
    result = []
    for num in lst:
        total = 0
        for digit in str(num):
            total += int(digit)
        result.append(total)
    return result",0.8794,-5.5239058192506985
398,3,"

def solve(nums):
    sums = []
    for num in nums:
        total = 0
        for digit in str(num):
            total += int(digit)
        sums.append(total)
    return sums",0.8844,-5.280270987185701
398,4,"

def solve(lst):
    result = []
    for num in lst:
        sum = 0
        while num > 0:
            digit = num % 10
            sum += digit
            num //= 10
        result.append(sum)
    return result",0.9115,-5.098022130145997
398,5,"

def solve(nums):
    result = []
    for num in nums:
        digits = [int(x) for x in str(num)]
        sum_digits = sum(digits)
        result.append(sum_digits)
    return result",0.8146,-9.020789428220498
399,1,"

def solve(tuples):
    result = tuples[0][0]
    for i in range(1, len(tuples)):
        result = result ^ tuples[i][0]
    return result",0.9074,-3.888132175928
399,2,"

def solve(*tuples):
    result = tuples[0]
    for i in range(1,len(tuples)):
        result = tuple(a^b for a,b in zip(result, tuples[i]))
    return result",0.7927,-10.456640626914702
399,3,"

def solve(tuples):
    result = 0
    for tup in tuples:
        result ^= tup
    return result",0.861,-3.891511497117
399,4,"

def solve(tuples):
    result = tuples[0][0]
    for i in range(1, len(tuples)):
        result = result ^ tuples[i][0]
    return result",0.9074,-3.888132175928
399,5,"

def solve(tuples):
    result = tuples[0][0] ^ tuples[1][0]
    for i in range(len(tuples)):
        for j in range(len(tuples[i])):
            result = result ^ tuples[i][j]
    return result",0.8853,-6.5805420732040005
400,1,"

def solve(lst):
    freq = {}
    for tpl in lst:
        if tpl in freq:
            freq[tpl] += 1
        else:
            freq[tpl] = 1
    return freq.values()",0.8638,-6.881666892832001
400,2,"

def solve(input_list):
    frequencies = {}
    for item in input_list:
        if item in frequencies:
            frequencies[item] += 1
        else:
            frequencies[item] = 1
    return frequencies",0.8265,-8.572344399177998
400,3,"

def solve(lst):
    freq = {}
    for tup in lst:
        if tup in freq:
            freq[tup] += 1
        else:
            freq[tup] = 1
    return freq",0.9266,-3.430199787835
400,4,"

def solve(lst):
    freq = {}
    for tup in lst:
        if tup in freq:
            freq[tup] += 1
        else:
            freq[tup] = 1
    return freq.values()",0.9087,-4.502356370835
400,5,"

def solve(lst):
    freq_dict = {}
    for tup in lst:
        if tup in freq_dict:
            freq_dict[tup] += 1
        else:
            freq_dict[tup] = 1
    return freq_dict",0.9175,-4.302988466751499
401,1,"

def solve(tuple1, tuple2):
    result = []
    for i in range(len(tuple1)):
        temp = []
        for j in range(len(tuple1[i])):
            temp.append(tuple1[i][j] + tuple2[i][j])
        result.append(tuple(temp))
    return tuple(result)",0.9533,-3.0101468311726007
401,2,"

def solve(tup1, tup2):
    result = ()
    for i in range(len(tup1)):
        temp = ()
        for j in range(len(tup1[i])):
            temp += (tup1[i][j] + tup2[i][j],)
        result += (temp,)
    return result",0.9514,-3.3357321919237015
401,3,"

def solve(tuple1, tuple2):
    result = []
    for i in range(len(tuple1)):
        temp = []
        for j in range(len(tuple1[i])):
            temp.append(tuple1[i][j] + tuple2[i][j])
        result.append(tuple(temp))
    return tuple(result)",0.9533,-3.0101468311726007
401,4,"

def solve(tup1, tup2):
    result = []
    for i in range(len(tup1)):
        temp = ()
        for j in range(len(tup1[i])):
            temp += (tup1[i][j] + tup2[i][j],)
        result.append(temp)
    return tuple(result)",0.9239,-5.385535707390201
401,5,"

def solve(tup1, tup2):
    result = ()
    for i in range(len(tup1)):
        temp = ()
        for j in range(len(tup1[i])):
            temp += (tup1[i][j] + tup2[i][j],)
        result += (temp,)
    return result",0.9514,-3.3357321919237015
402,1,"

def solve(n, r, p):
    # calculate factorial of n
    factorial_n = 1
    for i in range(1, n+1):
        factorial_n *= i
    
    # calculate factorial of r
    factorial_r = 1
    for i in range(1, r+1):
        factorial_r *= i
    
    # calculate factorial of n-r
    factorial_n_r = 1
    for i in range(1, n-r+1):
        factorial_n_r *= i
    
    # calculate nCr
    nCr = factorial_n // (factorial_r * factorial_n_r)
    
    # calculate nCr%p
    nCr_mod_p = nCr % p
    
    return nCr_mod_p",0.9158,-13.713717066049998
402,2,"
def solve(n, r, p):
    if n < r:
        return 0
    if r == 0 or r == n:
        return 1
    numerator = 1
    denominator = 1
    for i in range(1, r+1):
        numerator = (numerator * (n-i+1)) % p
        denominator = (denominator * i) % p
    return (numerator * pow(denominator, p-2, p)) % p",0.8939,-12.002838573439996
402,3,"

def solve(n, r, p):
    factorial_n = 1
    factorial_r = 1
    factorial_nr = 1
    for i in range(1, n+1):
        factorial_n *= i
    for i in range(1, r+1):
        factorial_r *= i
    for i in range(1, n-r+1):
        factorial_nr *= i
    ncr = factorial_n // (factorial_r * factorial_nr)
    return ncr % p",0.9063,-10.426511203868998
402,4,"

def solve(n, r, p):
    # initialize result
    result = 1
    # calculate factorial of n
    for i in range(1, n+1):
        result = (result * i) % p
    # calculate factorial of r
    for i in range(1, r+1):
        result = (result * pow(i, p-2, p)) % p
    # calculate factorial of (n-r)
    for i in range(1, n-r+1):
        result = (result * pow(i, p-2, p)) % p
    # return result
    return result",0.9055,-13.394646760841002
402,5,"

def solve(n, r, p):
    fact_n = 1
    fact_r = 1
    fact_nr = 1
    for i in range(1, n + 1):
        fact_n = (fact_n * i) % p
    for i in range(1, r + 1):
        fact_r = (fact_r * i) % p
    for i in range(1, n - r + 1):
        fact_nr = (fact_nr * i) % p
    return (fact_n // (fact_r * fact_nr)) % p",0.9235,-9.94807396466198
403,1,"

import re

def solve(url):
    regex = r""^(http|https)://[a-z0-9-]+(\.[a-z0-9-]+)+(:[0-9]+)?(/.*)?$""
    if re.match(regex, url):
        return True
    return False",0.7718,-16.3167929711645
403,2,"

import re

def solve(url):
    pattern = re.compile('^(https?://)?[a-z0-9]+(\.[a-z0-9]+)+([/?].*)?$')
    match = re.match(pattern, url)
    if match:
        return True
    else:
        return False",0.7698,-16.743300654732504
403,3,"

import re

def solve(url):
    regex = r""^(http|https):\/\/[a-z0-9]+([\-\.]{1}[a-z0-9]+)*\.[a-z]{2,5}$""
    if re.match(regex, url):
        return True
    else:
        return False",0.8693,-9.3856951029755
403,4,"

import re

def solve(url):
    pattern = r""^((http|https|ftp)\://)?([a-zA-Z0-9\-\.]+\.[a-zA-Z]{2,3}(:[a-zA-Z0-9]*)?/?([a-zA-Z0-9\-\._\?\,\'/\\\+&amp;%\$#\=~])*)$""
    if re.match(pattern, url):
        return True
    else:
        return False",0.8421,-16.6694435596845
403,5,"

import re

def solve(url):
    
    pattern = r'^https?://(?:[a-z0-9\-]+\.)+[a-z]{2,6}(?:/[^/#?]+)*\.(?:jpg|jpeg|gif|png|tiff|bmp)$'
    
    if re.match(pattern, url):
        return True
    else:
        return False",0.7248,-25.107928297461505
404,1,"

def solve(a, b):
    if a < b:
        return a
    else:
        return b",0.9256,-1.777200603917
404,2,"

def solve(num1, num2):
    if num1 < num2:
        return num1
    else:
        return num2",0.963,-1.0943510581879
404,3,"

def solve(num1, num2):
    if num1 < num2:
        return num1
    else:
        return num2",0.963,-1.0943510581879
404,4," 


def solve(num1, num2):
    if num1 < num2:
        return num1
    else:
        return num2",0.8263,-5.7232824244252996
404,5,"

def solve(num1, num2):
    if num1 < num2:
        return num1
    else:
        return num2",0.963,-1.0943510581879
405,1,"

def solve(element, tup):
    if element in tup:
        return True
    else:
        return False",0.8715,-3.1627945370240003
405,2,"

def solve(tup, element):
    if element in tup:
        return True
    else:
        return False",0.9043,-2.414494914024999
405,3,"

def solve(tup, elem):
    if elem in tup:
        return True
    else:
        return False",0.8799,-3.070689704140999
405,4,"

def solve(element, tuple):
    if element in tuple:
        return True
    else:
        return False",0.9298,-1.6735599843429998
405,5,"

def solve(element, tup):
    if element in tup:
        return True
    else:
        return False",0.8715,-3.1627945370240003
406,1,"

def solve(num):
    if num % 2 == 0:
        return ""Even""
    else:
        return ""Odd""",0.9585,-1.1867679489840002
406,2,"

def solve(n):
    if n%2 == 0:
        return ""Even""
    else:
        return ""Odd""",0.8718,-3.704382272937
406,3,"

def solve(num):
    if num % 2 == 0:
        return ""Even""
    else:
        return ""Odd""",0.9585,-1.1867679489840002
406,4,"

def solve(num):
    if num % 2 == 0:
        print(""Even"")
    else:
        print(""Odd"")",0.8115,-5.84951496264
406,5,"

def solve(n):
    if n % 2 == 0:
        print(""Even"")
    else:
        print(""Odd"")",0.7965,-6.369886147631
407,1,"

def solve(num):
    digits = [int(x) for x in str(num)]
    for i in range(len(digits)-1, 0, -1):
        if digits[i] > digits[i-1]:
            min_idx = i
            for j in range(i+1, len(digits)):
                if digits[j] > digits[i-1] and digits[j] < digits[min_idx]:
                    min_idx = j
            digits[i-1], digits[min_idx] = digits[min_idx], digits[i-1]
            digits[i:] = sorted(digits[i:])
            return int(''.join(str(x) for x in digits))
    return -1",0.9125,-12.449814953291895
407,2,"

def solve(num):
    digits = list(str(num))
    # Find the first digit from the right that is smaller than the digit next to it
    for i in range(len(digits) - 2, -1, -1):
        if digits[i] < digits[i+1]:
            break
    else:
        # If no such digit is found, the number is already the largest possible
        return num
    
    # Find the smallest digit after the digit found in the previous step, but greater than it
    j = i+1
    while j < len(digits) and digits[j] > digits[i]:
        j += 1
    j -= 1
    
    # Swap the two digits found in the previous steps
    digits[i], digits[j] = digits[j], digits[i]
    
    # Reverse the order of the digits starting from the one next to the one found in the first step
    digits[i+1:] = digits[i+1:][::-1]
    
    # Convert the list of digits back to a number and return it
    return int("""".join(digits))",0.7944,-52.947190266732086
407,3,"

def solve(n):
    digits = [int(x) for x in str(n)]
    for i in range(len(digits)-1, 0, -1):
        if digits[i] > digits[i-1]:
            digits[i], digits[i-1] = digits[i-1], digits[i]
            return int(''.join(str(x) for x in digits))
    return -1",0.8762,-10.7085122557396
407,4,"

def solve(num):
    # convert number to string
    num_str = str(num)
    
    # convert string to list of digits
    digits = list(num_str)
    
    # initialize pivot index
    pivot_idx = -1
    
    # find pivot index
    for i in range(len(digits)-1, 0, -1):
        if digits[i-1] < digits[i]:
            pivot_idx = i-1
            break
    
    # if pivot index is not found, return -1
    if pivot_idx == -1:
        return -1
    
    # find the smallest digit on the right side of pivot index that is larger than the digit at pivot index
    smallest_idx = pivot_idx + 1
    for i in range(pivot_idx + 2, len(digits)):
        if digits[i] > digits[pivot_idx] and digits[i] < digits[smallest_idx]:
            smallest_idx = i
    
    # swap pivot digit with smallest digit on the right side
    digits[pivot_idx], digits[smallest_idx] = digits[smallest_idx], digits[pivot_idx]
    
    # sort the digits on the right side of pivot index in ascending order
    digits[pivot_idx+1:] = sorted(digits[pivot_idx+1:])
    
    # convert the list of digits back to a string and then to an integer
    next_bigger_num = int("""".join(digits))
    
    return next_bigger_num",0.8668,-43.452229756367736
407,5,"

def solve(number):
    digits = [int(d) for d in str(number)]
    for i in range(len(digits)-2, -1, -1):
        if digits[i] < digits[i+1]:
            break
    else:
        return -1
    pivot = digits[i]
    suffix = digits[i+1:]
    min_greater = min([x for x in suffix if x > pivot])
    suffix.remove(min_greater)
    suffix.sort()
    digits = digits[:i] + [min_greater] + suffix
    return int("""".join([str(d) for d in digits]))",0.8072,-26.982928899809508
408,1,"

def solve(arr1, arr2, k):
    pairs = []
    for i in range(len(arr1)):
        for j in range(len(arr2)):
            pairs.append((arr1[i], arr2[j]))
    return pairs[:k]",0.9569,-2.2472091164372996
408,2,"

def solve(arr1, arr2, k):
    pairs = []
    for i in range(len(arr1)):
        for j in range(len(arr2)):
            pairs.append((arr1[i], arr2[j]))
    return pairs[:k]",0.9569,-2.2472091164372996
408,3,"

def solve(arr1, arr2, k):
    pairs = []
    for i in range(len(arr1)):
        for j in range(len(arr2)):
            pairs.append((arr1[i], arr2[j]))
    return pairs[:k]",0.9569,-2.2472091164372996
408,4,"

def solve(arr1, arr2, k):
    pairs = []
    for i in range(len(arr1)):
        for j in range(len(arr2)):
            pairs.append((arr1[i], arr2[j]))
    pairs = sorted(pairs, key=lambda x: x[0] + x[1], reverse=True)
    return pairs[:k]",0.9177,-6.3582042873813
408,5,"

def solve(arr1, arr2, k):
    pairs = []
    for i in range(len(arr1)):
        for j in range(len(arr2)):
            pairs.append((arr1[i], arr2[j]))
            if len(pairs) == k:
                return pairs
    return pairs",0.9353,-4.0776489634493
409,1,"

def solve(tuples):
    min_product = float('inf')
    for i in range(len(tuples)):
        for j in range(i+1, len(tuples)):
            product = tuples[i][0] * tuples[j][0]
            if product < min_product:
                min_product = product
    return min_product",0.9221,-5.430878704503501
409,2,"

def solve(lst):
    min_product = None
    for i in range(len(lst)):
        for j in range(i+1, len(lst)):
            product = lst[i][0] * lst[j][0]
            if min_product is None or product < min_product:
                min_product = product
    return min_product",0.9476,-3.6075205347260018
409,3,"

def solve(lst):
    min_product = float('inf')
    for i in range(len(lst)):
        for j in range(i+1, len(lst)):
            product = lst[i][0] * lst[j][0]
            if product < min_product:
                min_product = product
    return min_product",0.9587,-2.6981304206924985
409,4,"

def solve(lst):
    min_product = lst[0][0] * lst[0][1]
    for i in range(len(lst)):
        for j in range(i+1, len(lst)):
            product = lst[i][0] * lst[j][0]
            if product < min_product:
                min_product = product
    return min_product",0.944,-4.210208583198999
409,5,"

def solve(lst):
    min_product = None
    for i in range(len(lst)):
        for j in range(i+1, len(lst)):
            product = lst[i][0] * lst[j][0]
            if min_product is None or product < min_product:
                min_product = product
    return min_product",0.9476,-3.6075205347260018
410,1,"

def solve(list):
    min_val = float('inf')
    for element in list:
        if type(element) == int or type(element) == float:
            if element < min_val:
                min_val = element
    return min_val",0.8224,-9.774499542944596
410,2,"

def solve(lst):
    min_val = lst[0]
    for i in range(1, len(lst)):
        if lst[i] < min_val:
            min_val = lst[i]
    return min_val",0.9339,-3.0109856756532003
410,3,"

def solve(lst):
    min_val = lst[0]
    for i in range(1, len(lst)):
        if lst[i] < min_val:
            min_val = lst[i]
    return min_val",0.9339,-3.0109856756532003
410,4,"

def solve(lst):
    min_value = lst[0]
    for item in lst:
        if type(item) == int or type(item) == float:
            if item < min_value:
                min_value = item
    return min_value",0.8922,-5.701258911840501
410,5,"

def solve(lst):
    min_val = lst[0]
    for i in range(len(lst)):
        if lst[i] < min_val:
            min_val = lst[i]
    return min_val",0.8785,-5.310540423491299
411,1,"

def solve(str):
    return re.sub(r'_([a-z])', lambda m: m.group(1).upper(), str)",0.7542,-7.898588183626
411,2,"

def solve(s):
    return re.sub(r""_(\w)"", lambda m: m.group(1).upper(), s)",0.78,-6.709579725562001
411,3,"

def solve(s):
    return re.sub('_(.)', lambda m: m.group(1).upper(), s)",0.8035,-5.46853208039
411,4,"

import re

def solve(s):
    return re.sub(r'_([a-z])', lambda match: match.group(1).upper(), s)",0.8477,-5.120602117969
411,5,"

def solve(s):
    return re.sub(r'_([a-z])', lambda m: m.group(1).upper(), s)",0.8509,-4.519620231277
412,1,"

def solve(lst):
    return [x for x in lst if x % 2 == 0]",0.8872,-2.6341604117065
412,2,"

def solve(lst):
    return [num for num in lst if num % 2 == 0]",0.9238,-1.7447013342840003
412,3,"

def solve(lst):
    return [num for num in lst if num % 2 == 0]",0.9238,-1.7447013342840003
412,4,"

def solve(lst):
    return [num for num in lst if num % 2 == 0]",0.9238,-1.7447013342840003
412,5,"

def solve(lst):
    return [num for num in lst if num % 2 == 0]",0.9238,-1.7447013342840003
413,1,"

def solve(list_of_tuples, n):
    result = []
    for tup in list_of_tuples:
        result.append(tup[n])
    return result",0.8969,-3.372448606643
413,2,"


def solve(lst, n):
    return [tup[n-1] for tup in lst]",0.6556,-8.867124924759
413,3,"

def solve(list_of_tuples, n):
    result = []
    for tuple in list_of_tuples:
        result.append(tuple[n])
    return result",0.8849,-3.668082834933
413,4,"

def solve(lst, n):
    return [t[n] for t in lst]",0.866,-2.5891370369450004
413,5,"

def solve(lst, n):
    return [item[n] for item in lst]",0.8093,-3.808918063884
414,1,"

def solve(sequence, value):
    if value in sequence:
        return True
    else:
        return False",0.9344,-1.5615730152980003
414,2,"

def solve(sequence, value):
    if value in sequence:
        return True
    else:
        return False",0.9344,-1.5615730152980003
414,3,"

def solve(sequence, value):
    if value in sequence:
        return True
    else:
        return False",0.9344,-1.5615730152980003
414,4,"

def solve(value, sequence):
    if value in sequence:
        return True
    else:
        return False",0.9488,-1.209991135806
414,5,"

def solve(value, sequence):
    if value in sequence:
        return True
    else:
        return False",0.9488,-1.209991135806
415,1,"

def solve(arr):
    max1 = max(arr)
    arr.remove(max1)
    max2 = max(arr)
    return max1 * max2",0.8815,-4.036195108766999
415,2,"

def solve(arr):
    max1 = max2 = -float('inf')
    min1 = min2 = float('inf')
    for num in arr:
        if num > max1:
            max2 = max1
            max1 = num
        elif num > max2:
            max2 = num
        if num < min1:
            min2 = min1
            min1 = num
        elif num < min2:
            min2 = num
    if max1 * max2 > min1 * min2:
        return (max1, max2)
    else:
        return (min1, min2)",0.9329,-9.373712917110296
415,3,"

def solve(arr):
    max_product = 0
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            product = arr[i] * arr[j]
            if product > max_product:
                max_product = product
                pair = (arr[i], arr[j])
    return pair",0.946,-3.7752083620296
415,4,"

def solve(arr):
    max_prod = float('-inf')
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            prod = arr[i] * arr[j]
            if prod > max_prod:
                max_prod = prod
    return max_prod",0.9019,-6.195655337285
415,5,"

def solve(arr):
    max_product = float('-inf')
    for i in range(len(arr)):
        for j in range(i+1, len(arr)):
            product = arr[i] * arr[j]
            if product > max_product:
                max_product = product
                pair = (arr[i], arr[j])
    return pair",0.9426,-4.076183066375399
416,1,"

def solve(n):
    if n == 0:
        return 0
    else:
        return max(n, solve(n//2) + solve(n//3) + solve(n//4))",0.8871,-5.031002408929999
416,2,"

def solve(n):
    if n <= 0:
        return 0
    else:
        max_sum = n
        for i in range(1, n):
            max_sum = max(max_sum, solve(i) + solve(n-i))
        return max_sum",0.8718,-7.683167680967001
416,3,"

def solve(n):
    if n < 2:
        return n
    else:
        max_sum = n
        for i in range(1, n):
            max_sum = max(max_sum, solve(i) + solve(n - i))
        return max_sum",0.8422,-9.616645960394996
416,4,"

def solve(n):
    if n < 3:
        return n
    else:
        first = n // 3
        second = n // 2
        third = n - first - second
        return max(first + solve(first), second + solve(second), third + solve(third))",0.8319,-11.593037076133996
416,5,"

def solve(n):
    if n <= 0:
        return 0
    elif n <= 2:
        return n
    else:
        max_sum = 0
        for i in range(1, n//2 + 1):
            for j in range(i, n-i+1):
                k = n - i - j
                max_sum = max(max_sum, i + j + k, solve(i) + solve(j) + solve(k))
        return max_sum",0.8273,-19.524770323876997
417,1,"


def solve(lst):
    for tup in lst:
        if all(x == tup[0] for x in tup):
            return tup[0]",0.5994,-15.868972504833
